index	original	background	difference
1363	300	251	49
1364	300	246	54
1365	290	254	36
1366	289	259	30
1367	277	256	21
1368	285	255	30
1369	283	253	30
1370	287	252	35
1371	281	246	35
1372	277	250	27
1373	305	253	52
1374	282	253	29
1375	268	248	20
1376	252	254	-2
1377	262	253	9
1378	280	250	30
1379	271	249	22
1380	277	255	22
1381	265	250	15
1382	286	248	38
1383	282	251	31
1384	294	246	48
1385	309	252	57
1386	292	252	40
1387	285	242	43
1388	279	245	34
1389	272	251	21
1390	258	249	9
1391	259	244	15
1392	264	253	11
1393	270	250	20
1394	285	253	32
1395	290	254	36
1396	279	254	25
1397	275	256	19
1398	271	250	21
1399	265	244	21
1400	286	240	46
1401	278	243	35
1402	261	248	13
1403	268	248	20
1404	281	245	36
1405	278	249	29
1406	270	261	9
1407	272	253	19
1408	283	244	39
1409	275	249	26
1410	265	248	17
1411	269	239	30
1412	277	243	34
1413	259	250	9
1414	266	259	7
1415	262	260	2
1416	250	252	-2
1417	265	243	22
1418	262	245	17
1419	275	244	31
1420	279	243	36
1421	265	242	23
1422	251	241	10
1423	262	245	17
1424	292	241	51
1425	281	236	45
1426	281	236	45
1427	270	246	24
1428	267	246	21
1429	264	247	17
1430	268	241	27
1431	271	238	33
1432	272	242	30
1433	278	239	39
1434	273	239	34
1435	249	250	-1
1436	267	257	10
1437	269	250	19
1438	261	248	13
1439	270	253	17
1440	270	251	19
1441	278	252	26
1442	262	257	5
1443	258	248	10
1444	257	245	12
1445	258	255	3
1446	256	254	2
1447	258	253	5
1448	262	254	8
1449	255	257	-2
1450	278	259	19
1451	286	256	30
1452	270	250	20
1453	278	254	24
1454	280	253	27
1455	269	250	19
1456	247	256	-9
1457	250	254	-4
1458	251	257	-6
1459	249	247	2
1460	249	252	-3
1461	261	243	18
1462	257	246	11
1463	259	252	7
1464	270	258	12
1465	263	257	6
1466	267	246	21
1467	260	241	19
1468	250	252	-2
1469	257	249	8
1470	266	251	15
1471	268	243	25
1472	262	245	17
1473	267	257	10
1474	268	254	14
1475	259	247	12
1476	263	242	21
1477	273	243	30
1478	261	242	19
1479	262	236	26
1480	257	242	15
1481	250	248	2
1482	258	250	8
1483	288	241	47
1484	284	247	37
1485	266	243	23
1486	251	243	8
1487	247	244	3
1488	259	249	10
1489	249	250	-1
1490	245	252	-7
1491	263	249	14
1492	273	244	29
1493	257	244	13
1494	259	254	5
1495	263	259	4
1496	265	250	15
1497	256	253	3
1498	259	254	5
1499	274	247	27
1500	243	246	-3
1501	260	248	12
1502	253	250	3
1503	251	248	3
1504	263	244	19
1505	260	253	7
1506	256	255	1
1507	273	246	27
1508	264	247	17
1509	264	258	6
1510	257	258	-1
1511	269	254	15
1512	285	250	35
1513	260	242	18
1514	259	241	18
1515	254	239	15
1516	258	250	8
1517	239	251	-12
1518	223	250	-27
1519	257	247	10
1520	265	243	22
1521	268	243	25
1522	262	248	14
1523	276	245	31
1524	277	238	39
1525	265	239	26
1526	241	254	-13
1527	256	258	-2
1528	271	252	19
1529	253	242	11
1530	246	243	3
1531	250	247	3
1532	242	253	-11
1533	246	245	1
1534	247	249	-2
1535	243	250	-7
1536	264	246	18
1537	254	243	11
1538	247	239	8
1539	272	252	20
1540	265	251	14
1541	269	238	31
1542	266	244	22
1543	287	243	44
1544	283	248	35
1545	267	250	17
1546	269	247	22
1547	266	245	21
1548	253	241	12
1549	242	245	-3
1550	267	253	14
1551	258	260	-2
1552	227	252	-25
1553	228	253	-25
1554	256	249	7
1555	264	254	10
1556	248	241	7
1557	253	244	9
1558	252	251	1
1559	252	242	10
1560	276	255	21
1561	254	256	-2
1562	258	242	16
1563	269	240	29
1564	244	244	0
1565	242	248	-6
1566	236	253	-17
1567	260	243	17
1568	274	247	27
1569	262	248	14
1570	265	243	22
1571	271	241	30
1572	243	248	-5
1573	249	252	-3
1574	273	255	18
1575	274	244	30
1576	259	244	15
1577	256	242	14
1578	270	252	18
