index	original	background	difference
1529	290	267	23
1530	301	264	37
1531	305	277	28
1532	285	270	15
1533	294	271	23
1534	307	276	31
1535	291	272	19
1536	265	269	-4
1537	270	275	-5
1538	316	269	47
1539	328	275	53
1540	290	273	17
1541	280	275	5
1542	291	272	19
1543	283	275	8
1544	273	270	3
1545	277	271	6
1546	281	265	16
1547	281	267	14
1548	283	271	12
1549	280	282	-2
1550	299	267	32
1551	291	270	21
1552	280	263	17
1553	280	278	2
1554	293	285	8
1555	287	275	12
1556	296	268	28
1557	305	277	28
1558	289	276	13
1559	285	264	21
1560	295	261	34
1561	307	268	39
1562	304	272	32
1563	300	274	26
1564	291	266	25
1565	267	269	-2
1566	291	273	18
1567	291	274	17
1568	286	270	16
1569	292	269	23
1570	278	274	4
1571	270	275	-5
1572	282	269	13
1573	286	272	14
1574	295	254	41
1575	278	270	8
1576	266	273	-7
1577	278	266	12
1578	304	257	47
1579	280	269	11
1580	278	268	10
1581	289	278	11
1582	291	272	19
1583	291	264	27
1584	285	258	27
1585	264	264	0
1586	269	262	7
1587	286	260	26
1588	274	263	11
1589	280	270	10
1590	290	272	18
1591	278	268	10
1592	290	260	30
1593	308	263	45
1594	284	264	20
1595	284	270	14
1596	277	268	9
1597	286	279	7
1598	293	276	17
1599	284	278	6
1600	290	278	12
1601	306	280	26
1602	305	278	27
1603	283	285	-2
1604	282	282	0
1605	278	271	7
1606	263	269	-6
1607	279	273	6
1608	272	269	3
